,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,0.0,0.02907376788850944,0.006394157727147073,0.051985878905560196,-0.08139436732750288,-0.006555242561504665,-0.05537161879762476,-0.06109664826643074,0.03766854816583402,0.004234599240117145
AGEP,0.02907376788850944,0.0,-0.03872315082918427,-0.007666583007006213,0.09016344341458638,0.0660194933983418,0.20307212174178813,0.11773881800469829,0.1327415222345792,-0.3636908764166369
SEX,0.006394157727147073,-0.038723150829184275,0.0,0.0044558161978438225,-0.0016186871836501816,-0.01495135647555913,-0.01908816878303857,-0.007409015893585319,-0.0016629027754708828,0.05246958502703927
MSP,0.051985878905560196,-0.007666583007006206,0.0044558161978438225,-2.220446049250313e-16,-0.0021208665305361613,-0.03893081140429233,0.10923386509978289,0.0004952763912591807,-0.10182766104597903,-0.1695757106780135
HISP,-0.08139436732750288,0.09016344341458638,-0.0016186871836501816,-0.0021208665305361613,2.220446049250313e-16,-0.06972273202665075,-0.06721671061825045,-0.08165462166486355,-0.10154996325568474,0.04365078789337658
RAC1P,-0.006555242561504665,0.06601949339834182,-0.014951356475559131,-0.03893081140429233,-0.06972273202665075,0.0,-0.03281121401064457,-0.09863790379181284,-0.13444303775572547,0.10659392974625961
NOC,-0.05537161879762476,0.20307212174178813,-0.019088168783038567,0.10923386509978289,-0.06721671061825045,-0.03281121401064457,0.0,-0.007379589947773768,-0.1851001372650517,0.1934581752356765
NPF,-0.06109664826643074,0.11773881800469832,-0.007409015893585319,0.0004952763912591807,-0.08165462166486354,-0.09863790379181285,-0.007379589947773768,2.220446049250313e-16,0.006272831806281777,0.21745637004510335
OWN_RENT,0.03766854816583402,0.1327415222345792,-0.0016629027754708828,-0.10182766104597903,-0.10154996325568476,-0.13444303775572547,-0.1851001372650517,0.006272831806281777,1.1102230246251565e-16,-0.008974325504371598
PINCP_DECILE,0.004234599240117146,-0.3636908764166369,0.05246958502703927,-0.1695757106780135,0.04365078789337658,0.10659392974625961,0.19345817523567646,0.21745637004510335,-0.008974325504371595,0.0
