,EDU,count_target,count_deidentified
0,7,1715,1724
1,5,1590,1558
2,9,1574,1582
3,3,1096,1102
4,4,817,783
5,10,550,542
6,8,539,580
7,6,400,389
8,-1,301,311
9,2,272,310
10,1,246,263
11,11,104,66
12,12,72,66
