,Target samples,Deid. samples
0,8,0
1,0,0
2,0,0
3,171,5
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,114,13
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,507,153
24,0,0
25,0,0
26,0,0
27,0,0
28,549,224
29,0,0
30,7,3
31,9,4
32,103,48
33,0,0
34,0,0
35,0,0
36,714,404
37,2771,1615
38,649,392
39,0,0
40,464,314
41,0,0
42,0,0
43,0,0
44,480,381
45,0,0
46,0,0
47,0,0
48,181,166
49,0,0
50,4,4
51,0,0
52,1825,1981
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,7,10
60,0,0
61,0,0
62,14,23
63,0,0
64,472,837
65,0,0
66,0,0
67,12,24
68,0,0
69,5,11
70,37,88
71,43,106
72,0,0
73,0,0
74,0,0
75,50,152
76,0,0
77,9,30
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,1,5
84,0,0
85,18,106
86,0,0
87,0,0
88,0,0
89,39,327
90,2,19
91,0,0
92,0,0
93,3,39
94,0,0
95,0,0
96,0,0
97,6,197
98,2,87
99,0,1508
