,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET
SEX,-5.551115123125783e-16,0.007520019185361226,-0.003654413517444836,-0.0014913125885658851,-0.0015105951369103338,0.0029226073702580888,0.0036397791094868043,0.07806140665326393
MSP,0.007520019185361226,-1.4432899320127035e-15,-0.02723134430059817,-0.013818993649760802,-0.0035369652218808396,-0.004307290400016872,-0.012056248934671193,0.004359318151663355
RAC1P,-0.003654413517444836,-0.02723134430059817,-5.551115123125783e-16,0.004591496083735439,-0.009414081560269544,0.016437908314286334,0.0030871003537763647,0.007762525202533479
HOUSING_TYPE,-0.0014913125885658851,-0.013818993649760802,0.004591496083735439,1.4432899320127035e-15,0.022398692209448456,-0.020570329424307643,0.029218532667469002,0.022776691358054744
OWN_RENT,-0.0015105951369103338,-0.0035369652218808396,-0.009414081560269544,0.022398692209448456,2.220446049250313e-16,0.0065356322325821475,-0.023340118395365674,-0.000561670152920018
EDU,0.0029226073702580888,-0.004307290400016872,0.016437908314286334,-0.020570329424307643,0.0065356322325821475,5.551115123125783e-16,-0.010113604730235592,-0.03494803349559096
PINCP_DECILE,0.0036397791094868043,-0.012056248934671193,0.0030871003537763647,0.029218532667469002,-0.023340118395365674,-0.010113604730235592,-4.440892098500626e-16,-0.06420328408770865
DVET,0.07806140665326393,0.004359318151663355,0.007762525202533479,0.022776691358054744,-0.000561670152920018,-0.03494803349559096,-0.06420328408770865,3.3306690738754696e-16
