,POVPIP,count_target,count_deidentified
0,16,3401,2923
1,3,467,403
2,7,460,396
3,10,460,422
4,8,459,427
5,2,457,376
6,0,454,379
7,11,451,352
8,1,450,395
9,4,448,406
10,5,447,420
11,9,447,360
12,6,445,365
13,12,231,194
14,-1,199,182
