,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.03606087589432714,-0.007488821905374754,0.023811040464898937,0.018828929810019567,0.047729145273825796,-0.04128620231145508,-0.01606683335046588,-0.06498561462367028,0.02037586778930335
SEX,-0.036060875894327146,0.0,0.024782393722662704,-0.01894332731723699,0.060480853598303116,-0.040065042952466906,-0.06231479749697655,0.0004462468816181925,0.07990175766513527,0.00185635761044108
MSP,-0.007488821905374754,0.0247823937226627,0.0,-0.07656254673084349,-0.003606191736786779,0.0006750553154343253,0.06284999706569452,0.054472915045777476,-0.00558541912731241,0.05126927578593307
RAC1P,0.02381104046489895,-0.01894332731723699,-0.07656254673084349,-1.1102230246251565e-16,0.0068209758638188706,-0.14599602583095772,0.001009313478396695,0.05050529363586767,0.020529150983036534,0.023964031379265446
HOUSING_TYPE,0.018828929810019573,0.060480853598303116,-0.003606191736786779,0.00682097586381887,0.0,0.0014292920857875147,0.06804686598099824,0.13204016284272393,0.006128549241821152,0.030510575348643668
OWN_RENT,0.04772914527382578,-0.040065042952466906,0.0006750553154343253,-0.14599602583095772,0.0014292920857874036,0.0,0.004741683007973341,-0.01679286021077512,0.015664008993015364,0.023372048209573316
EDU,-0.041286202311455134,-0.06231479749697655,0.06284999706569455,0.0010093134783967228,0.06804686598099824,0.004741683007973334,-2.220446049250313e-16,-0.0019495112586274121,-0.027759726660578073,-0.03979910511953038
PINCP_DECILE,-0.01606683335046588,0.0004462468816181925,0.05447291504577745,0.05050529363586766,0.13204016284272396,-0.016792860210775123,-0.0019495112586274121,0.0,-0.06063737413246606,-0.03464872175484737
DVET,-0.06498561462367028,0.07990175766513528,-0.00558541912731241,0.02052915098303653,0.006128549241821153,0.015664008993015364,-0.02775972666057808,-0.06063737413246606,0.0,0.031860837887142446
DEYE,0.02037586778930335,0.001856357610441079,0.05126927578593307,0.023964031379265446,0.030510575348643664,0.023372048209573316,-0.03979910511953038,-0.034648721754847366,0.031860837887142446,0.0
