,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.1435297153639112e-14,0.016061213399964393,-0.0025752000730851626,0.005515636666274332,-0.024739237177511784,-0.03263215926013174,0.007526989431270907,0.03853285829333662,-0.004680231698589384,-0.02745679847972546
AGEP,0.016061213399964393,-1.7763568394002505e-15,-0.05764046362986737,-0.1226403739995478,0.16620037107265137,0.12224778282390122,0.5326461639207452,0.46523811663204867,0.14875627421399856,-0.5609838983381192
SEX,-0.0025752000730851626,-0.05764046362986737,-8.770761894538737e-15,-0.01896431905863086,0.018620160683135857,0.025612409409669308,0.0315145751631984,0.031061422975254955,-0.0014089345024632677,0.12961207945835596
MSP,0.005515636666274332,-0.1226403739995478,-0.01896431905863086,0.0,0.013296810022411022,0.0007100438183508372,0.3124482793961699,0.3408644897208563,-0.0204128168201893,-0.1693071555605427
HISP,-0.024739237177511784,0.16620037107265137,0.018620160683135857,0.013296810022411022,-7.105427357601002e-15,-0.1648420396277618,-0.13924366696563967,-0.10952382291728845,-0.07751154378660044,0.12072014905361417
RAC1P,-0.03263215926013174,0.12224778282390122,0.025612409409669308,0.0007100438183508372,-0.1648420396277618,0.0,-0.05009706356689965,-0.02644637679727897,-0.01350225628755563,0.10337735301312423
NOC,0.007526989431270907,0.5326461639207452,0.0315145751631984,0.3124482793961699,-0.13924366696563967,-0.05009706356689965,0.0,-0.6693237877697478,-0.13229159713287636,0.3504350746445686
NPF,0.03853285829333662,0.46523811663204867,0.031061422975254955,0.3408644897208563,-0.10952382291728845,-0.02644637679727897,-0.6693237877697478,-4.9960036108132044e-15,-0.02436102763453797,0.32687894395129996
OWN_RENT,-0.004680231698589384,0.14875627421399856,-0.0014089345024632677,-0.0204128168201893,-0.07751154378660044,-0.01350225628755563,-0.13229159713287636,-0.02436102763453797,-2.0761170560490427e-14,0.0542197802933653
PINCP_DECILE,-0.02745679847972546,-0.5609838983381192,0.12961207945835596,-0.1693071555605427,0.12072014905361417,0.10337735301312423,0.3504350746445686,0.32687894395129996,0.0542197802933653,-8.104628079763643e-15
