,PINCP,count_target,count_deidentified
0,-1,379,346
1,0,238,134
2,19,147,425
3,4,139,163
4,2,127,69
5,18,123,74
6,17,123,74
7,15,122,191
8,7,121,156
9,10,120,47
10,8,116,99
11,3,114,62
12,13,112,42
13,9,111,126
14,16,109,113
15,12,105,207
16,6,102,70
17,11,100,16
18,5,99,12
19,14,97,191
20,1,25,142
