,WGTP,count_target,count_deidentified
0,0,473,69
1,3,435,5
2,11,418,5
3,14,416,6
4,16,408,8
5,5,399,9
6,4,389,8
7,8,388,4
8,7,386,5
9,19,381,8
10,18,380,7
11,17,377,4
12,9,374,5
13,12,371,7
14,15,360,4
15,10,356,5
16,6,353,7
17,2,345,3
18,13,341,5
19,1,284,8
