,PWGTP,count_target,count_deidentified
0,11,433,9
1,4,432,11
2,9,417,7
3,2,408,9
4,15,405,8
5,12,394,8
6,17,390,6
7,5,386,8
8,14,382,4
9,6,382,4
10,16,382,4
11,19,381,5
12,7,381,5
13,18,375,9
14,0,370,52
15,1,368,6
16,8,354,10
17,3,346,4
18,10,329,5
19,13,319,8
