,NPF,count_target,count_deidentified
0,2,2568,2560
1,3,1685,1688
2,4,1645,1611
3,-1,1273,1303
4,5,1156,1152
5,6,569,595
6,7,275,287
7,8,81,22
8,13,13,26
9,11,11,32
