,Target samples,Deid. samples
0,4,0
1,71,1
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,18,2
11,151,19
12,0,0
13,117,17
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,17,4
20,168,43
21,0,0
22,0,0
23,0,0
24,13,4
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,1873,990
36,0,0
37,0,0
38,0,0
39,0,0
40,4552,3054
41,0,0
42,0,0
43,0,0
44,96,75
45,0,0
46,0,0
47,0,0
48,0,0
49,149,143
50,0,0
51,0,0
52,97,103
53,140,161
54,1312,1536
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,54,86
62,0,0
63,0,0
64,180,323
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,143,349
72,0,0
73,0,0
74,29,82
75,3,9
76,7,22
77,0,0
78,0,0
79,0,0
80,0,0
81,53,227
82,0,0
83,3,15
84,0,0
85,0,0
86,1,6
87,12,80
88,0,0
89,5,41
90,0,0
91,0,0
92,0,0
93,0,0
94,4,58
95,0,0
96,0,0
97,2,71
98,0,0
99,2,1755
