,PWGTP,count_target,count_deidentified
0,9,165,1
1,11,163,3
2,7,161,2
3,17,158,5
4,6,158,2
5,15,157,5
6,18,153,3
7,8,153,7
8,4,148,4
9,12,143,4
10,5,133,4
11,19,129,4
12,16,127,1
13,14,127,2
14,13,116,4
15,10,114,1
16,3,102,3
17,2,87,4
18,0,87,23
19,1,70,1
