,PWGTP,count_target,count_deidentified
0,3,201,209
1,5,201,234
2,4,200,175
3,2,176,124
4,10,136,144
5,17,134,132
6,7,132,142
7,11,129,145
8,6,128,130
9,18,126,129
10,8,117,109
11,13,116,122
12,1,115,115
13,19,112,114
14,12,106,103
15,9,105,107
16,14,99,102
17,16,98,93
18,15,97,80
19,0,84,71
