,PWGTP,count_target,count_deidentified
0,11,433,409
1,4,432,465
2,9,417,418
3,2,408,424
4,15,405,420
5,12,394,414
6,17,390,368
7,5,386,377
8,14,382,376
9,6,382,390
10,16,382,344
11,19,381,397
12,7,381,398
13,18,375,385
14,0,370,362
15,1,368,360
16,8,354,348
17,3,346,331
18,10,329,310
19,13,319,293
