,INDP,count_target,count_deidentified
7,7970,52,51
4,7980,32,25
10,7990,1,1
9,8070,6,11
8,8080,22,29
6,8090,50,49
5,8170,27,20
3,8180,35,31
2,8191,248,244
11,8192,1,1
1,8270,32,25
0,8290,33,32
