,EDU,count_target,count_deidentified
0,9,1777,1781
1,5,1147,1044
2,7,1069,1094
3,10,992,1041
4,3,668,663
5,4,474,438
6,8,454,477
7,-1,205,189
8,2,203,169
9,12,199,205
10,11,180,215
11,1,158,184
12,6,108,89
