,PINCP_DECILE,count_target,count_deidentified
0,-1,4247,4250
1,9,3308,3300
2,0,3121,3120
3,2,2301,2308
4,8,2295,2292
5,3,2062,2067
6,4,2046,2038
7,7,2012,2014
8,5,1980,1979
9,1,1951,1948
10,6,1930,1937
