,EDU,count_target,count_deidentified
0,9,1777,810.0
1,5,1147,539.0
2,7,1069,459.0
3,10,992,399.0
4,3,668,295.0
5,4,474,171.0
6,8,454,186.0
7,-1,205,0.0
8,2,203,71.0
9,12,199,115.0
10,11,180,90.0
11,1,158,32.0
12,6,108,49.0
