,POVPIP,count_target,count_deidentified
0,16,9972,10031
1,-1,1513,1568
2,8,1318,1216
3,3,1311,1365
4,10,1297,1301
5,4,1296,1300
6,6,1292,1302
7,1,1286,1383
8,11,1284,1237
9,2,1283,1246
10,7,1276,1231
11,0,1271,1239
12,5,1264,1295
13,9,1257,1191
14,12,333,348
