,PINCP,count_target,count_deidentified
0,-1,4247,4201
1,1,3007,2929
2,12,1180,1184
3,13,1177,1177
4,9,1164,1194
5,3,1163,1159
6,15,1159,1087
7,6,1157,1161
8,7,1157,1156
9,10,1151,1111
10,16,1151,1161
11,17,1151,1240
12,19,1151,1175
13,18,1149,1282
14,5,1148,1161
15,4,1143,1120
16,8,1125,1163
17,11,1124,1073
18,14,1114,1086
19,2,405,398
20,0,30,35
