,PWGTP,count_target,count_deidentified
0,13,1473,1435
1,6,1459,1551
2,8,1430,1447
3,5,1421,1455
4,3,1416,1352
5,16,1411,1401
6,1,1395,1384
7,12,1391,1316
8,2,1387,1340
9,19,1369,1402
10,17,1360,1344
11,18,1344,1318
12,10,1343,1362
13,11,1336,1418
14,14,1321,1313
15,0,1317,1330
16,15,1303,1298
17,7,1283,1305
18,9,1280,1310
19,4,1214,1172
