,EDU,count_target,count_deidentified
0,9,4719,4803
1,7,4597,4685
2,5,3910,3723
3,10,2864,2888
4,3,2842,2863
5,4,2310,2324
6,8,1318,1357
7,11,958,1024
8,1,765,707
9,6,760,700
10,-1,759,663
11,12,753,809
12,2,698,707
