,NOC,count_target,count_deidentified
0,0,16052,16059
1,2,3661,3690
2,1,3128,2851
3,-1,1818,1836
4,3,1764,1919
5,4,517,572
6,5,221,234
7,6,51,52
8,7,29,29
9,9,12,11
