,EDU,count_target,count_deidentified
0,7,1715,1708
1,5,1590,1587
2,9,1574,1566
3,3,1096,1112
4,4,817,802
5,10,550,555
6,8,539,553
7,6,400,404
8,-1,301,307
9,2,272,275
10,1,246,231
11,11,104,107
12,12,72,69
