,Sub-Sample Size,Sub-Sample K-Marginal Score,Deidentified Data K-marginal score,Absolute Diff. From Deidentified Data K-marginal Score
0,1%,610,943,333
1,5%,817,943,126
2,10%,869,943,74
3,20%,913,943,30
4,30%,931,943,12
5,40%,944,943,1
6,50%,954,943,11
7,60%,963,943,20
8,70%,972,943,29
9,80%,978,943,35
10,90%,985,943,42
