,EDU,count_target,count_deidentified
0,9,4719,1628
1,7,4597,2517
2,5,3910,2512
3,10,2864,2373
4,3,2842,2802
5,4,2310,2353
6,8,1318,1754
7,11,958,1663
8,1,765,2328
9,6,760,2319
10,-1,759,1635
11,12,753,1452
12,2,698,1917
