,RAC1P,count_target,count_deidentified
0,1,15094,4079
1,2,7161,2890
2,6,2211,3639
3,8,904,2400
4,3,877,3264
5,9,876,3169
6,5,97,3266
7,7,31,1754
8,4,2,2792
