,PINCP_DECILE,count_target,count_deidentified
0,-1,1120,1118
1,9,869,870
2,8,782,764
3,7,733,728
4,6,678,675
5,4,593,581
6,0,591,599
7,1,591,612
8,2,570,554
9,3,557,576
10,5,550,557
