,WGTP,count_target,count_deidentified
0,5,229,219
1,2,206,230
2,4,196,216
3,7,194,212
4,6,159,169
5,3,154,169
6,17,148,136
7,0,137,134
8,11,126,122
9,18,122,134
10,9,114,111
11,12,113,110
12,8,105,89
13,14,104,99
14,10,95,80
15,19,92,98
16,13,90,92
17,16,80,66
18,15,77,101
19,1,71,85
