,EDU,count_target,count_deidentified
0,9,509,547
1,7,477,487
2,5,412,410
3,3,270,296
4,4,220,191
5,10,177,210
6,8,153,121
7,6,120,115
8,-1,82,78
9,1,64,74
10,2,53,57
11,11,47,49
12,12,28,37
