,PWGTP,count_target,count_deidentified
0,3,201,195
1,5,201,222
2,4,200,226
3,2,176,200
4,10,136,121
5,17,134,127
6,7,132,115
7,11,129,132
8,6,128,131
9,18,126,112
10,8,117,107
11,13,116,135
12,1,115,128
13,19,112,125
14,12,106,100
15,9,105,99
16,14,99,111
17,16,98,99
18,15,97,104
19,0,84,83
