,NOC,count_target,count_deidentified
0,0,1519.0,1459
1,1,342.0,379
2,2,340.0,436
3,3,237.0,234
4,-1,100.0,68
5,4,60.0,69
6,5,14.0,33
7,6,0.0,28
8,7,0.0,18
9,11,0.0,23
