,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.005422807327187487,-0.003259958698899501,0.021116859147176703,-0.034603638748942234,0.012645508450594811,-0.020236502712881688,-0.011870724656565579,-0.01279137936365212,0.044235420776175975
SEX,-0.00542280732718748,0.0,0.0005794833893893007,-0.0010295921398590455,-0.011399776146903202,0.006248824516134918,-0.002037591542643092,0.002441241763619567,-0.00879838451934277,0.001720881774837195
MSP,-0.003259958698899501,0.0005794833893893007,0.0,-0.0010922266838664894,-0.011387873227401646,-0.001083238696201196,-0.006713601458684243,0.0005538195408139324,-0.017264993142198586,0.00667259047331268
RAC1P,0.021116859147176675,-0.0010295921398590447,-0.001092226683866486,0.0,0.002221686872269951,-0.008997684736585125,0.00571983420512908,0.0020420670009620168,-0.01814433790096771,-0.03171596911233468
HOUSING_TYPE,-0.03460363874894224,-0.011399776146903202,-0.011387873227401618,0.002221686872269951,0.0,0.012188012042839091,-0.001207203234402151,0.006300484532696347,-0.00012475211067476677,-0.012495960922936755
OWN_RENT,0.012645508450594797,0.006248824516134921,-0.0010832386962011976,-0.008997684736585118,0.012188012042839091,0.0,-0.000847023775870627,-0.00254366580939918,-0.007746995652887711,0.010695389581192703
EDU,-0.020236502712881632,-0.002037591542643092,-0.006713601458684243,0.0057198342051290665,-0.0012072032344021474,-0.000847023775870627,0.0,-0.0064372975302074975,-0.050731544050691385,-0.022277379389758514
PINCP_DECILE,-0.011870724656565579,0.0024412417636195533,0.0005538195408139046,0.0020420670009620306,0.006300484532696361,-0.002543665809399173,-0.0064372975302073865,0.0,-0.03149027140014886,0.0010491757280837778
DVET,-0.012791379363652107,-0.00879838451934277,-0.01726499314219859,-0.018144337900967707,-0.00012475211067476677,-0.0077469956528877105,-0.0507315440506914,-0.031490271400148845,2.220446049250313e-16,0.005662691882743584
DEYE,0.044235420776175975,0.001720881774837195,0.00667259047331268,-0.03171596911233468,-0.012495960922936741,0.010695389581192703,-0.02227737938975851,0.0010491757280837778,0.005662691882743584,1.1102230246251565e-16
