,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,DVET,DEYE
AGEP,-1.1102230246251565e-16,0.1074290011760956,-0.33364149132020177,,-0.057983431412073023,0.045922877294846426,,-0.06535319750186794
SEX,0.10742900117609563,1.1102230246251565e-16,-0.1054813049456457,,-0.13449047071260872,0.1728674431805207,,0.04043419896064248
MSP,-0.3336414913202017,-0.1054813049456457,-2.220446049250313e-16,,0.16251801419208617,-0.2749399253095852,,0.1403408181139841
RAC1P,,,,,,,,
HOUSING_TYPE,-0.057983431412073023,-0.13449047071260872,0.16251801419208622,,0.0,-0.14514034194873549,,0.16842496150721847
OWN_RENT,0.04592287729484641,0.17286744318052072,-0.27493992530958516,,-0.1451403419487356,0.0,,-0.324814686801476
DVET,,,,,,,,
DEYE,-0.06535319750186797,0.04043419896064248,0.1403408181139841,,0.16842496150721847,-0.324814686801476,,0.0
