,Target samples,Deid. samples
0,1767,3
1,495,6
2,158,3
3,19411,532
4,0,0
5,0,0
6,135,9
7,0,0
8,71,6
9,0,0
10,35,4
11,0,0
12,0,0
13,0,0
14,422,69
15,0,0
16,0,0
17,155,31
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,484,164
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,876,423
34,0,0
35,0,0
36,0,0
37,1649,983
38,0,0
39,0,0
40,0,0
41,0,0
42,601,428
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,15,22
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,22,54
72,46,118
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,161,740
83,27,130
84,0,0
85,0,0
86,0,0
87,164,1101
88,123,926
89,0,0
90,68,647
91,0,0
92,119,1328
93,41,549
94,21,354
95,0,0
96,29,745
97,37,1075
98,91,4595
99,30,12208
