,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,0.0,0.021067285536469645,-0.004604774440026734,0.0012659192588799287,-0.00689107416938671,0.0027016007425463284,-6.156128296731095e-05,-0.00039181851339327445,0.00742387412036869,-0.001390731890454763
AGEP,0.021067285536469645,-2.220446049250313e-16,0.0005438984291106022,-0.0046967515459244505,0.024242397621225154,-0.003633547193956116,0.018314790158225625,0.056076501886755004,-0.0011664553029070712,-0.011671339712017115
SEX,-0.004604774440026732,0.0005438984291106022,0.0,0.0003565896737314986,-0.003138632402074478,0.006638442327081662,0.0008027947918794812,0.0025826540728683834,0.004879262073749842,0.0029889933856830364
MSP,0.0012659192588799287,-0.0046967515459244435,0.000356589673731499,-2.220446049250313e-16,-0.008794312875274872,-0.005963277257708184,0.0038327476725185106,0.00017100543986608985,0.0032808626070371175,-0.010414645430300629
HISP,-0.00689107416938671,0.024242397621225167,-0.0031386324020744776,-0.008794312875274872,2.220446049250313e-16,0.004022992674435039,-0.002236704367218581,0.008299542359363754,-0.017205060941216238,0.006708942429894546
RAC1P,0.0027016007425463284,-0.003633547193956102,0.006638442327081662,-0.005963277257708184,0.004022992674435039,-1.1102230246251565e-16,0.0056328608428387085,0.0008604563837952689,-0.004223874509124564,0.001721045178079167
NOC,-6.156128296731095e-05,0.01831479015822568,0.0008027947918794846,0.003832747672518455,-0.002236704367218581,0.005632860842838712,0.0,-0.01521103489826181,-0.00935966131739846,0.0027960696522452144
NPF,-0.00039181851339326057,0.056076501886755004,0.0025826540728683817,0.00017100543986614536,0.008299542359363768,0.0008604563837952689,-0.0152110348982617,2.220446049250313e-16,-0.006438986128488899,0.00861549153789054
OWN_RENT,0.00742387412036869,-0.001166455302907085,0.004879262073749842,0.0032808626070371175,-0.017205060941216266,-0.004223874509124564,-0.00935966131739846,-0.006438986128488897,1.1102230246251565e-16,0.0023657779328374907
PINCP_DECILE,-0.001390731890454762,-0.011671339712017115,0.0029889933856830364,-0.010414645430300629,0.006708942429894546,0.001721045178079167,0.0027960696522451867,0.00861549153789054,0.0023657779328374977,0.0
