,feature,divergence
13,PINCP,1.6886418849212956
1,AGEP,1.6717386175984903
12,EDU,0.48495482093038217
14,PINCP_DECILE,0.4587449118945651
15,POVPIP,0.24204315363199186
11,INDP_CAT,0.22801051784408768
7,NPF,0.209943635356596
3,MSP,0.16741423592001461
6,NOC,0.0726887615032286
5,RAC1P,0.055253617062335364
10,DENSITY,0.047397330371918844
2,SEX,0.03638716512137674
18,DPHY,0.019646785727008474
16,DVET,0.01758264206555918
4,HISP,0.017464513406046614
9,OWN_RENT,0.015772728934630442
19,DEYE,0.010870995605268788
17,DREM,0.006755849557087419
8,HOUSING_TYPE,0.0056020107058963355
20,DEAR,0.0040816247910069395
0,PUMA,0.0019412118780096632
