,PINCP_DECILE,count_target,count_deidentified
0,-1,398,379
1,0,287,264
2,7,259,256
3,8,251,266
4,9,251,254
5,5,226,232
6,4,217,222
7,6,217,253
8,3,212,224
9,2,193,176
10,1,101,101
