,Sub-Sample Size,Sub-Sample K-Marginal Score,Deidentified Data K-marginal score,Absolute Diff. From Deidentified Data K-marginal Score
0,1%,917,995,78
1,5%,953,995,42
2,10%,973,995,22
3,20%,981,995,14
4,30%,985,995,10
5,40%,989,995,6
6,50%,990,995,5
7,60%,992,995,3
8,70%,993,995,2
9,80%,995,995,0
10,90%,996,995,1
