,POVPIP,count_target,count_deidentified
0,16,1080,1073
1,3,325,316
2,0,322,296
3,2,317,305
4,-1,309,302
5,1,302,356
6,4,290,275
7,7,268,264
8,5,252,279
9,6,251,249
10,8,247,208
11,10,202,228
12,9,190,210
13,11,184,168
14,12,69,62
