,PWGTP,count_target,count_deidentified
0,19,400,402
1,18,356,367
2,16,318,308
3,17,313,322
4,15,290,264
5,14,272,263
6,13,271,263
7,10,253,268
8,12,246,244
9,11,240,253
10,8,238,257
11,9,233,224
12,6,207,210
13,7,180,182
14,5,171,200
15,3,166,153
16,4,158,152
17,2,122,104
18,0,117,109
19,1,57,46
