,WGTP,count_target,count_deidentified
0,0,441.0,432
1,18,385.0,373
2,19,364.0,378
3,16,325.0,299
4,14,304.0,288
5,17,277.0,253
6,11,274.0,269
7,15,261.0,282
8,13,255.0,264
9,9,248.0,272
10,10,242.0,230
11,12,232.0,246
12,5,209.0,205
13,8,172.0,178
14,4,167.0,173
15,6,150.0,162
16,7,135.0,140
17,3,135.0,124
18,2,32.0,22
19,1,0.0,1
