,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-2.220446049250313e-16,0.06871624770516488,-0.010959052389121184,-0.04458914714825553,-0.13672697386920374,0.06040624984636973,0.017506232544600375,0.01797714020498148,-0.003098454108862836,0.04598375064594151
SEX,0.06871624770516487,0.0,0.0006583800153233915,0.024625897673009656,-0.21465446707762997,0.1272079217263662,-0.05441790911797269,0.03175495782400061,0.022155750159166,0.1594921648026985
MSP,-0.010959052389121184,0.0006583800153233915,0.0,0.0428839162779739,0.0215723870225073,-0.009265695376788369,-0.04483116601969753,-0.042640363393356584,-0.006439728396292069,-0.01569511224112439
RAC1P,-0.044589147148255515,0.02462589767300965,0.0428839162779739,0.0,0.00863575592770051,0.03110202547298546,-0.038751166335595666,-0.04295166952296231,-0.01634661662926563,-0.03129627930627581
HOUSING_TYPE,-0.13672697386920374,-0.21465446707762997,0.0215723870225073,0.00863575592770051,0.0,0.0021496712241785287,-0.008560726115041703,-0.013928878768651218,-0.013621011890097687,0.06491440042326928
OWN_RENT,0.06040624984636972,0.1272079217263662,-0.009265695376788369,0.03110202547298546,0.0021496712241784732,1.1102230246251565e-16,-0.02539049724397059,-0.0044204141914772795,0.006914456733619748,-0.05812004387100101
EDU,0.01750623254460032,-0.05441790911797269,-0.0448311660196975,-0.038751166335595666,-0.008560726115041703,-0.02539049724397059,0.0,0.004534120644535067,0.006992867215743215,0.013499645205904291
PINCP_DECILE,0.01797714020498148,0.03175495782400061,-0.042640363393356584,-0.04295166952296231,-0.013928878768651204,-0.004420414191477276,0.004534120644535067,0.0,-0.013101923599811889,0.01958170134433157
DVET,-0.003098454108862836,0.022155750159166016,-0.0064397283962920725,-0.016346616629265634,-0.01362101189009769,0.006914456733619748,0.006992867215743215,-0.013101923599811882,0.0,0.010210704118953806
DEYE,0.04598375064594151,0.15949216480269848,-0.015695112241124375,-0.03129627930627581,0.06491440042326928,-0.05812004387100101,0.013499645205904291,0.019581701344331577,0.010210704118953806,2.220446049250313e-16
