,NOC,count_target,count_deidentified
0,0,16052,1174.0
1,2,3661,231.0
2,1,3128,129.0
3,-1,1818,213.0
4,3,1764,67.0
5,4,517,0.0
6,5,221,0.0
7,6,51,0.0
8,7,29,0.0
9,9,12,0.0
