,PINCP_DECILE,count_target,count_deidentified
0,-1,4247,4264
1,9,3308,3311
2,0,3121,3130
3,2,2301,2314
4,8,2295,2276
5,3,2062,2051
6,4,2046,2041
7,7,2012,2033
8,5,1980,1963
9,1,1951,1940
10,6,1930,1930
