,NOC,count_target,count_deidentified
0,0,16052,15975
1,2,3661,3702
2,1,3128,3095
3,-1,1818,1798
4,3,1764,1757
5,4,517,513
6,5,221,244
7,6,51,67
8,7,29,56
9,9,12,46
