,POVPIP,count_target,count_deidentified
0,16,9972,9975
1,-1,1513,1501
2,8,1318,1405
3,3,1311,1405
4,10,1297,1332
5,4,1296,1196
6,6,1292,1328
7,1,1286,1358
8,11,1284,1286
9,2,1283,1269
10,7,1276,1217
11,0,1271,1204
12,5,1264,1271
13,9,1257,1251
14,12,333,255
