,Target samples,Deid. samples
0,47,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,15,1
7,0,0
8,0,0
9,10,1
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,53,12
19,0,0
20,8,2
21,27,7
22,0,0
23,0,0
24,19,6
25,12,4
26,0,0
27,8,3
28,0,0
29,0,0
30,0,0
31,109,49
32,0,0
33,130,65
34,80,41
35,42,23
36,0,0
37,0,0
38,0,0
39,14,9
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,17,15
48,1024,936
49,10422,10160
50,11600,11476
51,2573,2710
52,112,120
53,0,0
54,0,0
55,0,0
56,0,0
57,476,661
58,0,0
59,116,170
60,0,0
61,63,100
62,161,266
63,0,0
64,0,0
65,0,0
66,0,0
67,16,33
68,33,69
69,0,0
70,0,0
71,0,0
72,37,93
73,0,0
74,21,60
75,2,6
76,0,0
77,0,0
78,0,0
79,0,0
80,1,4
81,0,0
82,0,0
83,0,0
84,0,0
85,3,17
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,1,16
95,1,18
96,0,0
97,0,0
98,0,0
99,0,100
