,POVPIP,count_target,count_deidentified
0,13,1505,1530
1,6,156,168
2,4,139,127
3,2,136,129
4,3,133,128
5,5,129,125
6,7,109,120
7,-1,92,96
8,0,85,70
9,1,84,62
