,WGTP,count_target,count_deidentified
0,15,164,164
1,14,159,141
2,17,156,123
3,6,150,142
4,3,147,151
5,10,146,150
6,16,146,142
7,8,145,153
8,7,140,158
9,18,136,136
10,11,133,140
11,0,131,121
12,5,125,137
13,9,123,113
14,4,112,127
15,2,110,114
16,19,97,111
17,1,84,81
18,13,83,89
19,12,81,62
