,EDU,count_target,count_deidentified
0,9,575,617
1,5,423,377
2,7,321,299
3,10,308,322
4,3,230,229
5,4,187,172
6,8,181,188
7,2,77,52
8,-1,70,67
9,1,61,75
10,11,52,63
11,12,46,56
12,6,37,38
