,NPF,count_target,count_deidentified
0,2,780.0,708
1,-1,531.0,362
2,3,426.0,470
3,4,335.0,451
4,5,335.0,332
5,6,138.0,164
6,7,35.0,89
7,8,32.0,24
8,11,0.0,3
9,13,0.0,1
