,POVPIP,count_target,count_deidentified
0,13,1677,1538
1,-1,180,167
2,1,149,131
3,0,140,170
4,4,139,162
5,6,123,119
6,5,118,143
7,2,117,134
8,3,86,151
9,7,83,110
