,PINCP,count_target,count_deidentified
0,-1,396,391
1,0,246,233
2,18,146,125
3,19,144,157
4,4,143,109
5,3,133,139
6,16,132,117
7,17,127,132
8,13,125,134
9,10,122,157
10,2,121,108
11,6,119,93
12,12,118,135
13,15,118,96
14,7,114,130
15,8,113,112
16,14,97,103
17,9,96,135
18,5,92,88
19,11,89,106
20,1,21,25
