,POVPIP,count_target,count_deidentified
0,13,1505,277
1,6,156,296
2,4,139,274
3,2,136,305
4,3,133,299
5,5,129,322
6,7,109,234
7,-1,92,44
8,0,85,344
9,1,84,321
