,RAC1P,count_target,count_deidentified
0,1,2262.0,2300
1,6,178.0,217
2,2,62.0,99
3,9,35.0,46
4,8,28.0,23
5,3,2.0,11
6,7,1.0,11
7,5,0.0,9
