,EDU,count_target,count_deidentified
0,9,615,643
1,5,445,422
2,7,343,366
3,10,321,371
4,3,233,206
5,8,176,150
6,4,157,144
7,-1,77,64
8,2,72,66
9,12,63,64
10,1,55,51
11,11,54,57
12,6,40,42
