,WGTP,count_target,count_deidentified
0,8,179,184
1,9,173,174
2,10,161,150
3,17,157,124
4,16,157,163
5,18,154,123
6,7,150,147
7,6,146,135
8,11,144,150
9,15,138,131
10,4,135,97
11,12,128,167
12,5,126,130
13,13,124,117
14,14,124,153
15,19,122,128
16,0,120,154
17,3,96,104
18,2,65,74
19,1,52,41
