,INDP_CAT,count_target,count_deidentified
0,-1,2703,179.0
1,10,826,5.0
2,11,564,7.0
3,12,539,11.0
4,6,493,13.0
5,4,441,4.0
6,9,415,1.0
7,14,408,12.0
8,3,250,2.0
9,16,201,0.0
10,15,195,4.0
11,8,150,1.0
12,7,149,1.0
13,13,129,5.0
14,5,89,1.0
15,2,34,0.0
16,0,18,0.0
17,17,15,0.0
18,18,14,0.0
19,1,1,0.0
