,feature,divergence
1,AGEP,7.009012399285956
9,PINCP_DECILE,0.3103718199608611
10,POVPIP,0.09456574618187868
7,NPF,0.06674466559775771
6,NOC,0.034144492301860334
5,RAC1P,0.03328131612091771
0,PUMA,0.03053374439528056
3,MSP,0.021564060091254163
4,HISP,0.012110815987502632
8,OWN_RENT,0.00802261177499311
2,SEX,0.005113280219130489
