,NOC,count_target,count_deidentified
0,0,3396,214.0
1,1,629,8.0
2,-1,591,40.0
3,2,531,12.0
4,3,333,6.0
5,4,92,8.0
6,5,58,0.0
7,9,12,0.0
8,7,8,0.0
