,PINCP,count_target,count_deidentified
0,-1,817,12
1,1,723,23
2,5,368,59
3,3,335,23
4,6,326,32
5,7,307,31
6,11,288,10
7,4,278,19
8,12,272,4
9,8,269,12
10,9,256,18
11,13,255,7
12,10,243,12
13,14,226,6
14,15,207,2
15,16,129,5
16,2,109,1
17,17,101,9
18,19,71,1
19,18,64,1
20,0,6,1
