,feature,divergence
1,AGEP,10.25404007756949
14,PINCP,3.7964027135240546
15,PINCP_DECILE,3.7950264202764434
22,PWGTP,2.8318437407517014
23,WGTP,2.7225888324873093
16,POVPIP,2.125008392077878
13,EDU,1.5875617568110794
3,MSP,1.1057859245184605
19,DPHY,0.9924072110286319
11,INDP,0.9813686759271065
2,SEX,0.9068511643604455
12,INDP_CAT,0.793772567010747
7,NPF,0.7566217074720227
6,NOC,0.3642878372576864
0,PUMA,0.2861598376210828
20,DEYE,0.2644920706888032
5,RAC1P,0.22602722735995634
21,DEAR,0.1926535335401979
18,DREM,0.16494845360824742
9,OWN_RENT,0.13241797156307838
8,HOUSING_TYPE,0.08740570940323536
10,DENSITY,0.08228372078609159
4,HISP,0.061564611990430014
17,DVET,0.01436265709156194
